_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,_golden,label,r1,r1id,r1len,r1text,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,r2text,tag,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
867159720,1/26/2016 10:44:03,1867115797,1/26/2016 10:42:48,False,prodege,0.5455,CAN,ON,Windsor,odur is most likely the cause,rule_1_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:08:26,1867124198,1/26/2016 11:07:23,False,instagc,0.5897,USA,IL,Carlyle,more information,rule_2_weak_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:08:46,1867124316,1/26/2016 11:05:37,False,clixsense,0.5897,GBR,G9,Prescot,A smell is less likely on its own to make the mushroom poisonous,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:15:39,1867126559,1/26/2016 11:14:50,False,instagc,0.619,USA,IL,Carlyle,more info,rule_2_weak_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:20:37,1867128279,1/26/2016 11:01:36,False,neodev,0.5,USA,CA,San Jose,Rule one is so weak but I think the most likely. Weakly by having a single description. Rule two despite having a lot of description seems to contradict.,rule_1_weak_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:21:13,1867128509,1/26/2016 11:14:26,False,vivatic,0.625,GBR,R3,Belfast,There is more information available,rule_2_weak_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:29:07,1867131570,1/26/2016 11:27:13,False,neodev,0.549,GBR,H9,London,"Rule 2 contains multiple criteria that seriously narrow down the number of mushrooms that would fit all - rule 1 is too simple, too basic and only has 1 criterion.",rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:38:10,1867135389,1/26/2016 11:37:18,False,neodev,0.5965,GBR,I7,Newcastle Upon Tyne,more varied,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:38:28,1867135556,1/26/2016 11:34:47,False,instagc,0.5965,USA,MI,Battle Creek,There are more details in rule 2. Just because it smells  wouldn't necessarily make it poisonous without other factors.,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:41:07,1867136885,1/26/2016 11:40:08,False,elite,0.5965,GBR,H9,London,more detailed,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:41:17,1867137030,1/26/2016 11:39:45,False,zoombucks,0.4394,CAN,ON,North Bay,Bad smells usually mean bad things,rule_1_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:41:26,1867137103,1/26/2016 11:39:37,False,elite,0.2424,USA,NY,New York,if the mushroom has the following properties (simultaneously),rule_1_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 11:54:05,1867141953,1/26/2016 11:53:34,False,zoombucks,0.4394,CAN,ON,Markham,,no_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 12:42:19,1867159557,1/26/2016 12:38:41,False,neodev,0.4722,USA,VA,Manassas,i preffer obviously the second one becouse descrive perfectly the mushrom and i cant know if is poisonous or not,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 12:47:42,1867162447,1/26/2016 12:44:47,False,neodev,0.4444,CAN,ON,Etobicoke,Rule 2 has many more descriptions which will make it easier to spot. Rule 1 is too general and could just be used to describe rotting mushrooms.,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 13:00:49,1867170620,1/26/2016 13:00:03,False,elite,0.5,USA,NY,Rochester,,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 13:07:43,1867174370,1/26/2016 13:03:06,False,prodege,0.5185,USA,CA,San Diego,First rule is too broad. Many mushrooms are pungent but not poisonous,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
867159720,1/26/2016 13:20:49,1867180013,1/26/2016 13:16:25,False,gifthulk,0.5057,USA,PA,Linesville,Pungency in mushrooms does not make it poisonous without mentioning any other characterizations; the second scenario is much more informative.,rule_2_strong_preference,,poisonous,if the mushroom  has the following  property <ul><li>odor is <i> pungnet </i></li></ul>then the mushroom is <b>poisonous</b>,m1,1,{odor=p} => {label=p},if the mushroom  has the following  properties (simultaneously) <ul> <li>veil color is <i>white</i> <b>and</b> </li> <li>gill spacing  is <i>close</i>  <b>and</b> </li><li>number of rings is <i>one</i>  <b>and</b> </li><li>population is <i> several</i>  <b>and</b> </li><li>gill size is <i>narrow</i>  <b>and</b> </li> <li>cap surface is <i>scaly</i>  <b>and</b> <li>stalk surface below ring is <i>smooth</i> </li> </ul>then the mushroom is <b>poisonous</b>,,,,m4,8,,"{veil-color=w,gill-spacing=c,ring-number=o,population=v,gill-size=n,cap-surface=y,stalk-surface-below-ring=s} => {label=p}",,,,
